gene	log2FC	p	padj	n
NAMPT	0.549573509906082	0.0159589545290867	0.999985773528133	6
FBN1	-0.416076425337427	0.0159620101514527	0.999985773528133	6
TMEM87B	-0.374920739208302	0.0160238574452546	0.999985773528133	6
PRKRA	0.641764421841653	0.016117621933347	0.999985773528133	6
MAP3K5	-0.439527021873793	0.0161405217682117	0.999985773528133	6
SCN9A	-1.21423212965282	0.0161887854118547	0.999985773528133	6
SNTB2	-0.277778399220177	0.0162062581591216	0.999985773528133	6
TMTC1	-0.757339527863784	0.0162440952175213	0.999985773528133	6
RARS2	-0.326512897109283	0.0162450551102739	0.999985773528133	6
STAT1	-0.444524361657789	0.0162652988069517	0.999985773528133	6
GLCCI1	-0.625703344937597	0.016307978723872	0.999985773528133	6
BCL6	0.41403937047664	0.016342194494233	0.999985773528133	6
GPX3	0.794956432651177	0.0163955504102717	0.999985773528133	6
YBEY	0.583459209625496	0.0164759047091863	0.999985773528133	6
MYO1B	-0.475521391695393	0.0165288617131925	0.999985773528133	6
MCOLN2	0.396197748478598	0.0165864931258904	0.999985773528133	6
SRGN	-1.35006455870125	0.0166255489592067	0.999985773528133	6
PSG5	1.3020148859842	0.0166343384203605	0.999985773528133	6
MAP2K6	0.329970302321143	0.0166356871802071	0.999985773528133	6
HHIP-AS1	-1.1069433383958	0.0166518907096378	0.999985773528133	6
RNF185-AS1	0.281208826617284	0.0166541770476828	0.999985773528133	6
CD163	0.32949980605202	0.0167105824717969	0.999985773528133	6
MACF1	-0.239603627926865	0.0167351852871443	0.999985773528133	6
S1PR3	-0.825678937144849	0.0168297553178631	0.999985773528133	6
SNHG9	0.601115841589994	0.0168497830789119	0.999985773528133	6
HHIP	-2.10340422053386	0.0169259554631033	0.999985773528133	6
SEC14L4	-0.29453662461178	0.0169445890233595	0.999985773528133	6
ERCC1	0.356994135840385	0.0169527462123233	0.999985773528133	6
SLITRK4	-0.791496176080518	0.0171057558675201	0.999985773528133	6
FBXO9	-0.280205607811981	0.0171162777843225	0.999985773528133	6
UGCG	-0.689392052762661	0.0171423077040487	0.999985773528133	6
LCLAT1	-0.305449847654661	0.0171431335833224	0.999985773528133	6
ANTXR1	0.849469433913646	0.0171776771109566	0.999985773528133	6
TSPAN8	-1.45282370544884	0.0171936293127151	0.999985773528133	6
KCNS3	0.791449667496556	0.0172005655064445	0.999985773528133	6
RGS17	0.741983193685562	0.0173559522273306	0.999985773528133	6
FHL1	-0.946369685891344	0.0173702082787955	0.999985773528133	6
PCIF1	0.353629007073916	0.0173933934909522	0.999985773528133	6
NPAS2	-0.737537632127814	0.0174277962448964	0.999985773528133	6
FUBP3	0.326298138096087	0.0174385211363416	0.999985773528133	6
CIP2A	-0.391865597830767	0.0174526130271581	0.999985773528133	6
MPL	0.240954220556935	0.0174664175613854	0.999985773528133	6
A4GALT	0.264568860386382	0.0175262647222906	0.999985773528133	6
TAFA5	-1.37076905014675	0.0175709490873601	0.999985773528133	6
PCIF1	0.274940248769245	0.0177037316515302	0.999985773528133	6
VMO1	-0.263778519895168	0.0177908100171435	0.999985773528133	6
NUDT9P1	0.292884122017046	0.0178256413529253	0.999985773528133	6
KIAA0930	0.281368885738215	0.0179082411771877	0.999985773528133	6
IL7R	-0.863349957451688	0.0179137538688848	0.999985773528133	6
BEX5	0.66052446348548	0.0179317390866383	0.999985773528133	6
PTGDR	0.313958566956056	0.01796078570351	0.999985773528133	6
PTGDR	1.38204091686697	0.0180548141993217	0.999985773528133	6
TRIM10	-0.271142209214622	0.0181891566272344	0.999985773528133	6
RGL2	0.323929720664466	0.0182698765371496	0.999985773528133	6
DIAPH3	-0.86246481884964	0.0183461442134395	0.999985773528133	6
SNN	0.301124220061237	0.0183508153751657	0.999985773528133	6
THBD	0.812070614515159	0.0183605392106754	0.999985773528133	6
TNNC2	0.333776138921263	0.0184038202523972	0.999985773528133	6
KCTD14	0.29309614934904	0.0184317889450483	0.999985773528133	6
CYP1B1	-0.582060563614357	0.0184560659948178	0.999985773528133	6
CARD8-AS1	-0.41514420596777	0.0184658893073826	0.999985773528133	6
RAB3B	-0.729244244424019	0.0184935814297911	0.999985773528133	6
EIF4E3	0.305546387682564	0.0186086070884638	0.999985773528133	6
VASH1	-0.277292868023411	0.0186207457568702	0.999985773528133	6
LBP	0.271269118736005	0.0186663498133337	0.999985773528133	6
GRIA3	0.663338617410554	0.0187088482743103	0.999985773528133	6
TDO2	1.45285184571917	0.0187566596214164	0.999985773528133	6
TP73	-0.272955021210491	0.0187732165020823	0.999985773528133	6
CCDC81	-0.328728902186929	0.0187800651784176	0.999985773528133	6
SCARB1	0.493572559637682	0.0188560549769942	0.999985773528133	6
JCAD	-1.26820983010354	0.0189376264262814	0.999985773528133	6
MAFB	0.942057145414911	0.0190801721159975	0.999985773528133	6
NTPCR	0.546965764236515	0.0191191754954096	0.999985773528133	6
